identifier	altId	text	transType	isPunc	isPrimary
40002004001	and-1	and	k	False	True
40002004002	{-1	{		True	False
40002004003	after-1	after	m	False	False
40002004004	}-1	}		True	False
40002004005	calling-1	calling	k	False	True
40002004006	together-1	together	k	False	False
40002004007	all-1	all	k	False	True
40002004008	the-1	the	k	False	True
40002004009	chief-1	chief	k	False	True
40002004010	priests-1	priests	k	False	False
40002004011	and-2	and	k	False	True
40002004012	scribes-1	scribes	k	False	True
40002004013	of-1	of	m	False	False
40002004014	the-2	the	k	False	True
40002004015	people-1	people	k	False	True
40002004016	,-1	,		True	False
40002004017	he-1	he	m	False	False
40002004018	inquired-1	inquired	k	False	True
40002004019	from-1	from	k	False	True
40002004020	them-1	them	k	False	True
40002004021	where-1	where	k	False	True
40002004022	the-2	the	k	False	True
40002004023	Christ-1	Christ	k	False	True
40002004024	was-1	was	m	False	False
40002004025	to-1	to	m	False	False
40002004026	be-1	be	m	False	False
40002004027	born-1	born	k	False	True
40002004028	.-1	.		True	False
40002005001	So-1	So	k	False	True
40002005002	they-1	they	k	False	True
40002005003	said-1	said	k	False	True
40002005004	to-1	to	m	False	False
40002005005	him-1	him	k	False	True
40002005006	,-1	,		True	False
40002005007	“-1	“		True	False
40002005008	In-1	In	k	False	True
40002005009	Bethlehem-1	Bethlehem	k	False	True
40002005010	of-1	of	m	False	False
40002005011	Judea-1	Judea	k	False	True
40002005012	,-2	,		True	False
40002005013	for-1	for	k	False	True
40002005014	thus-1	thus	k	False	True
40002005015	it-1	it	m	False	False
40002005016	is-1	is	m	False	False
40002005017	written-1	written	k	False	True
40002005018	by-1	by	k	False	True
40002005019	the-1	the	k	False	True
40002005020	prophet-1	prophet	k	False	True
40002005021	,-2	,		True	False
40002006001	‘-1	‘		True	False
40002006002	And-1	And	k	False	True
40002006003	you-1	you	k	False	True
40002006004	,-1	,		True	False
40002006005	Bethlehem-1	Bethlehem	k	False	True
40002006006	,-2	,		True	False
40002006007	land-1	land	k	False	True
40002006008	of-1	of	m	False	False
40002006009	Judah-1	Judah	k	False	True
40002006010	,-2	,		True	False
40002006011	are-1	are	k	False	True
40002006012	by-1	by	k	False	False
40002006013	no-1	no	k	False	False
40002006014	means-1	means	k	False	True
40002006015	least-1	least	k	False	True
40002006016	among-1	among	k	False	True
40002006017	the-1	the	k	False	True
40002006018	rulers-1	rulers	k	False	True
40002006019	of-2	of	m	False	False
40002006020	Judah-2	Judah	k	False	True
40002006021	,-2	,		True	False
40002006022	for-1	for	k	False	True
40002006023	from-1	from	k	False	True
40002006024	you-2	you	k	False	True
40002006025	will-1	will	m	False	False
40002006026	go-1	go	k	False	True
40002006027	out-1	out	k	False	False
40002006028	a-1	a	m	False	False
40002006029	ruler-1	ruler	k	False	True
40002006030	who-1	who	k	False	True
40002006031	will-2	will	m	False	False
40002006032	shepherd-1	shepherd	k	False	True
40002006033	my-1	my	k	False	True
40002006034	people-1	people	k	False	True
40002006035	Israel-1	Israel	k	False	True
40002006036	.-1	.		True	False
40002006037	’-1	’		True	False
40002006038	”-1	”		True	False
40002007001	Then-1	Then	k	False	True
40002007002	Herod-1	Herod	k	False	True
40002007003	secretly-1	secretly	k	False	True
40002007004	summoned-1	summoned	k	False	True
40002007005	the-1	the	k	False	True
40002007006	wise-1	wise	k	False	True
40002007007	men-1	men	k	False	False
40002007008	{-1	{		True	False
40002007009	and-1	and		False	False
40002007010	}-1	}		True	False
40002007011	determined-1	determined	k	False	True
40002007012	precisely-1	precisely	k	False	False
40002007013	from-1	from	k	False	True
40002007014	them-1	them	k	False	True
40002007015	the-2	the	k	False	True
40002007016	time-1	time	k	False	True
40002007017	{-2	{		True	False
40002007018	when-1	when	m	False	False
40002007019	}-2	}		True	False
40002007020	the-2	the		False	False
40002007021	star-1	star	k	False	True
40002007022	appeared-1	appeared	k	False	True
40002007023	.-1	.		True	False
40002008001	And-1	And	k	False	True
40002008002	he-1	he	m	False	False
40002008003	sent-1	sent	k	False	True
40002008004	them-1	them	k	False	True
40002008005	to-1	to	k	False	True
40002008006	Bethlehem-1	Bethlehem	k	False	True
40002008007	{-1	{		True	False
40002008008	and-1	and		False	False
40002008009	}-1	}		True	False
40002008010	said-1	said	k	False	True
40002008011	,-1	,		True	False
40002008012	“-1	“		True	False
40002008013	Go-1	Go	k	False	True
40002008014	,-2	,		True	False
40002008015	inquire-1	inquire	k	False	True
40002008016	carefully-1	carefully	k	False	True
40002008017	concerning-1	concerning	k	False	True
40002008018	the-1	the	k	False	True
40002008019	child-1	child	k	False	True
40002008020	,-2	,		True	False
40002008021	and-2	and	k	False	True
40002008022	when-1	when	k	False	True
40002008023	you-1	you	m	False	False
40002008024	have-1	have	m	False	False
40002008025	found-1	found	k	False	True
40002008026	{-2	{		True	False
40002008027	him-1	him		False	False
40002008028	}-2	}		True	False
40002008029	,-2	,		True	False
40002008030	report-1	report	k	False	True
40002008031	to-2	to	m	False	False
40002008032	me-1	me	k	False	True
40002008033	so-1	so	k	False	True
40002008034	that-1	that	k	False	False
40002008035	I-1	I	k	False	True
40002008036	also-1	also	k	False	False
40002008037	may-1	may	m	False	False
40002008038	come-1	come	k	False	True
40002008039	{-2	{		True	False
40002008040	and-2	and		False	False
40002008041	}-2	}		True	False
40002008042	worship-1	worship	k	False	True
40002008043	him-2	him	k	False	True
40002008044	.-1	.		True	False
40002008045	”-1	”		True	False
40002009001	{-1	{		True	False
40002009002	After-1	After	k	False	False
40002009003	}-1	}		True	False
40002009004	they-1	they	k	False	True
40002009005	listened-1	listened	k	False	True
40002009006	to-1	to	k	False	False
40002009007	the-1	the	k	False	True
40002009008	king-1	king	k	False	True
40002009009	,-1	,		True	False
40002009010	they-2	they	m	False	False
40002009011	went-1	went	k	False	True
40002009012	out-1	out	k	False	False
40002009013	,-2	,		True	False
40002009014	and-1	and	k	False	True
40002009015	behold-1	behold	k	False	True
40002009016	,-2	,		True	False
40002009017	the-2	the	k	False	True
40002009018	star-1	star	k	False	True
40002009019	which-1	which	k	False	True
40002009020	they-2	they	m	False	False
40002009021	had-1	had	m	False	False
40002009022	seen-1	seen	k	False	True
40002009023	at-1	at	k	False	True
40002009024	its-1	its		False	False
40002009025	rising-1	rising	k	False	True
40002009026	led-1	led	k	False	True
40002009027	them-1	them	k	False	True
40002009028	until-1	until	k	False	True
40002009029	it-1	it	m	False	False
40002009030	came-1	came	k	False	True
40002009031	{-2	{		True	False
40002009032	and-2	and		False	False
40002009033	}-2	}		True	False
40002009034	stood-1	stood	k	False	True
40002009035	above-1	above	k	False	True
40002009036	{-2	{		True	False
40002009037	the-2	the		False	False
40002009038	place-1	place		False	False
40002009039	}-2	}		True	False
40002009040	where-1	where	k	False	True
40002009041	the-2	the	k	False	True
40002009042	child-1	child	k	False	True
40002009043	was-1	was	k	False	True
40002009044	.-1	.		True	False
40002010001	Now-1	Now	k	False	True
40002010002	{-1	{		True	False
40002010003	when-1	when	m	False	False
40002010004	they-1	they		False	False
40002010005	}-1	}		True	False
40002010006	saw-1	saw	k	False	True
40002010007	the-1	the	k	False	True
40002010008	star-1	star	k	False	True
40002010009	,-1	,		True	False
40002010010	they-2	they	m	False	False
40002010011	rejoiced-1	rejoiced	k	False	True
40002010012	{-2	{		True	False
40002010013	with-1	with	m	False	False
40002010014	}-2	}		True	False
40002010015	very-1	very	k	False	True
40002010016	great-1	great	k	False	True
40002010017	joy-1	joy	k	False	True
40002010018	.-1	.		True	False
40002011001	And-1	And	k	False	True
40002011002	{-1	{		True	False
40002011003	when-1	when	m	False	False
40002011004	they-1	they		False	False
40002011005	}-1	}		True	False
40002011006	came-1	came	k	False	True
40002011007	into-1	into	k	False	True
40002011008	the-1	the	k	False	True
40002011009	house-1	house	k	False	True
40002011010	,-1	,		True	False
40002011011	they-2	they	m	False	False
40002011012	saw-1	saw	k	False	True
40002011013	the-2	the	k	False	True
40002011014	child-1	child	k	False	True
40002011015	with-1	with	k	False	True
40002011016	Mary-1	Mary	k	False	True
40002011017	his-1	his	k	False	True
40002011018	mother-1	mother	k	False	True
40002011019	,-2	,		True	False
40002011020	and-1	and	k	False	True
40002011021	they-2	they	m	False	False
40002011022	fell-1	fell	k	False	True
40002011023	down-1	down	k	False	False
40002011024	{-2	{		True	False
40002011025	and-2	and		False	False
40002011026	}-2	}		True	False
40002011027	worshiped-1	worshiped	k	False	True
40002011028	him-1	him	k	False	True
40002011029	.-1	.		True	False
40002011030	And-2	And	k	False	True
40002011031	opening-1	opening	k	False	True
40002011032	their-1	their	k	False	True
40002011033	treasure-1	treasure	k	False	True
40002011034	boxes-1	boxes	k	False	False
40002011035	,-2	,		True	False
40002011036	they-2	they	m	False	False
40002011037	offered-1	offered	k	False	True
40002011038	him-2	him	k	False	True
40002011039	gifts-1	gifts	k	False	True
40002011040	of-1	of	m	False	False
40002011041	gold-1	gold	k	False	True
40002011042	and-2	and	k	False	True
40002011043	frankincense-1	frankincense	k	False	True
40002011044	and-2	and	k	False	True
40002011045	myrrh-1	myrrh	k	False	True
40002011046	.-2	.		True	False
40002012001	And-1	And	k	False	True
40002012002	being-1	being	m	False	False
40002012003	warned-1	warned	k	False	True
40002012004	in-1	in	k	False	True
40002012005	a-1	a	m	False	False
40002012006	dream-1	dream	k	False	True
40002012007	not-1	not	k	False	True
40002012008	to-1	to	m	False	False
40002012009	return-1	return	k	False	True
40002012010	to-2	to	k	False	True
40002012011	Herod-1	Herod	k	False	True
40002012012	,-1	,		True	False
40002012013	they-1	they	m	False	False
40002012014	went-1	went	k	False	True
40002012015	back-1	back	k	False	False
40002012016	to-2	to	k	False	True
40002012017	their-1	their	k	False	True
40002012018	{-1	{		True	False
40002012019	own-1	own	k	False	False
40002012020	}-1	}		True	False
40002012021	country-1	country	k	False	True
40002012022	by-1	by	k	False	True
40002012023	another-1	another	k	False	True
40002012024	route-1	route	k	False	True
40002012025	.-1	.		True	False
40002013001	Now-1	Now	k	False	True
40002013002	{-1	{		True	False
40002013003	after-1	after	m	False	False
40002013004	}-1	}		True	False
40002013005	they-1	they	k	False	True
40002013006	had-1	had	m	False	False
40002013007	gone-1	gone	k	False	True
40002013008	away-1	away	k	False	False
40002013009	,-1	,		True	False
40002013010	behold-1	behold	k	False	True
40002013011	,-2	,		True	False
40002013012	an-1	an	m	False	False
40002013013	angel-1	angel	k	False	True
40002013014	of-1	of	m	False	False
40002013015	the-1	the		False	False
40002013016	Lord-1	Lord	k	False	True
40002013017	appeared-1	appeared	k	False	True
40002013018	in-1	in	k	False	True
40002013019	a-1	a	m	False	False
40002013020	dream-1	dream	k	False	True
40002013021	to-1	to	m	False	False
40002013022	Joseph-1	Joseph	k	False	True
40002013023	,-2	,		True	False
40002013024	saying-1	saying	k	False	True
40002013025	,-2	,		True	False
40002013026	“-1	“		True	False
40002013027	Get-1	Get	k	False	True
40002013028	up-1	up	k	False	False
40002013029	,-2	,		True	False
40002013030	take-1	take	k	False	True
40002013031	the-2	the	k	False	True
40002013032	child-1	child	k	False	True
40002013033	and-1	and	k	False	True
40002013034	his-1	his	k	False	True
40002013035	mother-1	mother	k	False	True
40002013036	and-2	and	k	False	True
40002013037	flee-1	flee	k	False	True
40002013038	to-2	to	k	False	True
40002013039	Egypt-1	Egypt	k	False	True
40002013040	,-2	,		True	False
40002013041	and-2	and	k	False	True
40002013042	stay-1	stay	k	False	True
40002013043	there-1	there	k	False	True
40002013044	until-1	until	k	False	True
40002013045	I-1	I	m	False	False
40002013046	tell-1	tell	k	False	True
40002013047	you-1	you	k	False	True
40002013048	.-1	.		True	False
40002013049	For-1	For	k	False	True
40002013050	Herod-1	Herod	k	False	True
40002013051	is-1	is	k	False	False
40002013052	about-1	about	k	False	True
40002013053	to-2	to	k	False	False
40002013054	seek-1	seek	k	False	True
40002013055	the-2	the	k	False	True
40002013056	child-2	child	k	False	True
40002013057	to-2	to	m	False	False
40002013058	destroy-1	destroy	k	False	True
40002013059	him-1	him	k	False	True
40002013060	.-2	.		True	False
40002013061	”-1	”		True	False
40002014001	So-1	So	k	False	True
40002014002	he-1	he	k	False	True
40002014003	got-1	got	k	False	True
40002014004	up-1	up	k	False	False
40002014005	{-1	{		True	False
40002014006	and-1	and		False	False
40002014007	}-1	}		True	False
40002014008	took-1	took	k	False	True
40002014009	the-1	the	k	False	True
40002014010	child-1	child	k	False	True
40002014011	and-2	and	k	False	True
40002014012	his-1	his	k	False	True
40002014013	mother-1	mother	k	False	True
40002014014	during-1	during		False	False
40002014015	the-2	the		False	False
40002014016	night-1	night	k	False	True
40002014017	and-2	and	k	False	True
40002014018	went-1	went	k	False	True
40002014019	away-1	away	k	False	False
40002014020	to-1	to	k	False	True
40002014021	Egypt-1	Egypt	k	False	True
40002014022	.-1	.		True	False
40002015001	And-1	And	k	False	True
40002015002	he-1	he	m	False	False
40002015003	was-1	was	k	False	True
40002015004	there-1	there	k	False	True
40002015005	until-1	until	k	False	True
40002015006	the-1	the	k	False	True
40002015007	death-1	death	k	False	True
40002015008	of-1	of	m	False	False
40002015009	Herod-1	Herod	k	False	True
40002015010	,-1	,		True	False
40002015011	in-1	in	k	False	True
40002015012	order-1	order	k	False	False
40002015013	that-1	that	k	False	False
40002015014	what-1	what	m	False	False
40002015015	was-2	was	m	False	False
40002015016	said-1	said	k	False	True
40002015017	by-1	by	k	False	True
40002015018	the-2	the		False	False
40002015019	Lord-1	Lord	k	False	True
40002015020	through-1	through	k	False	True
40002015021	the-2	the	k	False	True
40002015022	prophet-1	prophet	k	False	True
40002015023	would-1	would	m	False	False
40002015024	be-1	be	m	False	False
40002015025	fulfilled-1	fulfilled	k	False	True
40002015026	,-2	,		True	False
40002015027	saying-1	saying	k	False	True
40002015028	,-2	,		True	False
40002015029	“-1	“		True	False
40002015030	Out-1	Out	k	False	True
40002015031	of-2	of	k	False	False
40002015032	Egypt-1	Egypt	k	False	True
40002015033	I-1	I	m	False	False
40002015034	called-1	called	k	False	True
40002015035	my-1	my	k	False	True
40002015036	son-1	son	k	False	True
40002015037	.-1	.		True	False
40002015038	”-1	”		True	False
40002016001	Then-1	Then	k	False	True
40002016002	Herod-1	Herod	k	False	True
40002016003	,-1	,		True	False
40002016004	{-1	{		True	False
40002016005	when-1	when	m	False	False
40002016006	he-1	he		False	False
40002016007	}-1	}		True	False
40002016008	saw-1	saw	k	False	True
40002016009	that-1	that	k	False	True
40002016010	he-2	he	m	False	False
40002016011	had-1	had	m	False	False
40002016012	been-1	been	m	False	False
40002016013	deceived-1	deceived	k	False	True
40002016014	by-1	by	k	False	True
40002016015	the-1	the	k	False	True
40002016016	wise-1	wise	k	False	True
40002016017	men-1	men	k	False	False
40002016018	,-2	,		True	False
40002016019	became-1	became	k	False	False
40002016020	very-1	very	k	False	True
40002016021	angry-1	angry	k	False	True
40002016022	,-2	,		True	False
40002016023	and-1	and	k	False	True
40002016024	he-2	he	m	False	False
40002016025	sent-1	sent	k	False	True
40002016026	{-2	{		True	False
40002016027	soldiers-1	soldiers		False	False
40002016028	}-2	}		True	False
40002016029	{-2	{		True	False
40002016030	and-2	and		False	False
40002016031	}-2	}		True	False
40002016032	executed-1	executed	k	False	True
40002016033	all-1	all	k	False	True
40002016034	the-2	the	k	False	True
40002016035	children-1	children	k	False	True
40002016036	in-1	in	k	False	True
40002016037	Bethlehem-1	Bethlehem	k	False	True
40002016038	and-2	and	k	False	True
40002016039	in-2	in	k	False	True
40002016040	all-2	all	k	False	True
40002016041	the-2	the	k	False	True
40002016042	region-1	region	k	False	True
40002016043	{-2	{		True	False
40002016044	around-1	around		False	False
40002016045	}-2	}		True	False
40002016046	it-1	it	k	False	True
40002016047	from-1	from	k	False	True
40002016048	{-2	{		True	False
40002016049	the-2	the		False	False
40002016050	age-1	age		False	False
40002016051	of-1	of		False	False
40002016052	}-2	}		True	False
40002016053	two-1	two	k	False	True
40002016054	years-1	years	k	False	False
40002016055	old-1	old	k	False	False
40002016056	and-2	and	k	False	True
40002016057	under-1	under	k	False	True
40002016058	,-2	,		True	False
40002016059	according-1	according	k	False	True
40002016060	to-1	to	k	False	False
40002016061	the-2	the	k	False	True
40002016062	time-1	time	k	False	True
40002016063	which-1	which	k	False	True
40002016064	he-2	he	m	False	False
40002016065	had-2	had	m	False	False
40002016066	determined-1	determined	k	False	True
40002016067	precisely-1	precisely	k	False	False
40002016068	from-2	from	k	False	True
40002016069	the-2	the	k	False	True
40002016070	wise-2	wise	k	False	True
40002016071	men-2	men	k	False	False
40002016072	.-1	.		True	False
40002017001	Then-1	Then	k	False	True
40002017002	what-1	what	m	False	False
40002017003	was-1	was	m	False	False
40002017004	spoken-1	spoken	k	False	True
40002017005	by-1	by	k	False	True
40002017006	the-1	the	k	False	True
40002017007	prophet-1	prophet	k	False	True
40002017008	Jeremiah-1	Jeremiah	k	False	True
40002017009	was-2	was	m	False	False
40002017010	fulfilled-1	fulfilled	k	False	True
40002017011	,-1	,		True	False
40002017012	saying-1	saying	k	False	True
40002017013	,-2	,		True	False
40002018001	“-1	“		True	False
40002018002	A-1	A	m	False	False
40002018003	voice-1	voice	k	False	True
40002018004	was-1	was	m	False	False
40002018005	heard-1	heard	k	False	True
40002018006	in-1	in	k	False	True
40002018007	Ramah-1	Ramah	k	False	True
40002018008	,-1	,		True	False
40002018009	weeping-1	weeping	k	False	True
40002018010	and-1	and	k	False	True
40002018011	great-1	great	k	False	True
40002018012	mourning-1	mourning	k	False	True
40002018013	,-2	,		True	False
40002018014	Rachel-1	Rachel	k	False	True
40002018015	weeping-2	weeping	k	False	True
40002018016	{-1	{		True	False
40002018017	for-1	for	m	False	False
40002018018	}-1	}		True	False
40002018019	her-1	her	k	False	True
40002018020	children-1	children	k	False	True
40002018021	,-2	,		True	False
40002018022	and-2	and	k	False	True
40002018023	she-1	she	m	False	False
40002018024	did-1	did	m	False	False
40002018025	not-1	not	k	False	True
40002018026	want-1	want	k	False	True
40002018027	to-1	to	m	False	False
40002018028	be-1	be	m	False	False
40002018029	comforted-1	comforted	k	False	True
40002018030	,-2	,		True	False
40002018031	because-1	because	k	False	True
40002018032	[-1	[		True	False
40002018033	they-1	they	m	False	False
40002018034	exist-1	exist	k	False	True
40002018035	no-1	no	k	False	True
40002018036	longer-1	longer	k	False	False
40002018037	]-1	]		True	False
40002018038	.-1	.		True	False
40002018039	”-1	”		True	False
40002019001	Now-1	Now	k	False	True
40002019002	{-1	{		True	False
40002019003	after-1	after	m	False	False
40002019004	}-1	}		True	False
40002019005	Herod-1	Herod	k	False	True
40002019006	had-1	had	m	False	False
40002019007	died-1	died	k	False	True
40002019008	,-1	,		True	False
40002019009	behold-1	behold	k	False	True
40002019010	,-2	,		True	False
40002019011	an-1	an	m	False	False
40002019012	angel-1	angel	k	False	True
40002019013	of-1	of	m	False	False
40002019014	the-1	the		False	False
40002019015	Lord-1	Lord	k	False	True
40002019016	appeared-1	appeared	k	False	True
40002019017	in-1	in	k	False	True
40002019018	a-1	a	m	False	False
40002019019	dream-1	dream	k	False	True
40002019020	to-1	to	m	False	False
40002019021	Joseph-1	Joseph	k	False	True
40002019022	in-2	in	k	False	True
40002019023	Egypt-1	Egypt	k	False	True
40002019024	,-2	,		True	False
40002020001	saying-1	saying	k	False	True
40002020002	,-1	,		True	False
40002020003	“-1	“		True	False
40002020004	Get-1	Get	k	False	True
40002020005	up-1	up	k	False	False
40002020006	,-2	,		True	False
40002020007	take-1	take	k	False	True
40002020008	the-1	the	k	False	True
40002020009	child-1	child	k	False	True
40002020010	and-1	and	k	False	True
40002020011	his-1	his	k	False	True
40002020012	mother-1	mother	k	False	True
40002020013	and-2	and	k	False	True
40002020014	go-1	go	k	False	True
40002020015	to-1	to	k	False	True
40002020016	the-2	the		False	False
40002020017	land-1	land	k	False	True
40002020018	of-1	of	m	False	False
40002020019	Israel-1	Israel	k	False	True
40002020020	,-2	,		True	False
40002020021	for-1	for	k	False	True
40002020022	those-1	those	k	False	True
40002020023	who-1	who	m	False	False
40002020024	were-1	were	m	False	False
40002020025	seeking-1	seeking	k	False	True
40002020026	the-2	the	k	False	True
40002020027	life-1	life	k	False	True
40002020028	of-2	of	m	False	False
40002020029	the-2	the	k	False	True
40002020030	child-2	child	k	False	True
40002020031	are-1	are	m	False	False
40002020032	dead-1	dead	k	False	True
40002020033	.-1	.		True	False
40002020034	”-1	”		True	False
40002021001	So-1	So	k	False	True
40002021002	he-1	he	k	False	True
40002021003	got-1	got	k	False	True
40002021004	up-1	up	k	False	False
40002021005	{-1	{		True	False
40002021006	and-1	and		False	False
40002021007	}-1	}		True	False
40002021008	took-1	took	k	False	True
40002021009	the-1	the	k	False	True
40002021010	child-1	child	k	False	True
40002021011	and-2	and	k	False	True
40002021012	his-1	his	k	False	True
40002021013	mother-1	mother	k	False	True
40002021014	and-2	and	k	False	True
40002021015	[-1	[		True	False
40002021016	entered-1	entered	k	False	True
40002021017	]-1	]		True	False
40002021018	the-2	the		False	False
40002021019	land-1	land	k	False	True
40002021020	of-1	of	m	False	False
40002021021	Israel-1	Israel	k	False	True
40002021022	.-1	.		True	False
40002022001	But-1	But	k	False	True
40002022002	{-1	{		True	False
40002022003	when-1	when	m	False	False
40002022004	he-1	he		False	False
40002022005	}-1	}		True	False
40002022006	heard-1	heard	k	False	True
40002022007	that-1	that	k	False	True
40002022008	Archelaus-1	Archelaus	k	False	True
40002022009	was-1	was	m	False	False
40002022010	reigning-1	reigning	k	False	True
40002022011	over-1	over	k	False	False
40002022012	Judea-1	Judea	k	False	True
40002022013	in-1	in	k	False	False
40002022014	place-1	place	k	False	True
40002022015	of-1	of	k	False	False
40002022016	his-1	his	k	False	True
40002022017	father-1	father	k	False	True
40002022018	Herod-1	Herod	k	False	True
40002022019	,-1	,		True	False
40002022020	he-2	he	m	False	False
40002022021	was-2	was	m	False	False
40002022022	afraid-1	afraid	k	False	True
40002022023	to-1	to	m	False	False
40002022024	go-1	go	k	False	True
40002022025	there-1	there	k	False	True
40002022026	,-2	,		True	False
40002022027	and-1	and	k	False	True
40002022028	being-1	being	m	False	False
40002022029	warned-1	warned	k	False	True
40002022030	in-2	in	k	False	True
40002022031	a-1	a	m	False	False
40002022032	dream-1	dream	k	False	True
40002022033	,-2	,		True	False
40002022034	he-2	he	m	False	False
40002022035	took-1	took	k	False	True
40002022036	refuge-1	refuge	k	False	False
40002022037	in-2	in	m	False	False
40002022038	the-1	the	k	False	True
40002022039	regions-1	regions	k	False	True
40002022040	of-2	of	m	False	False
40002022041	Galilee-1	Galilee	k	False	True
40002022042	.-1	.		True	False
40002023001	And-1	And	k	False	True
40002023002	he-1	he	m	False	False
40002023003	came-1	came	k	False	True
40002023004	{-1	{		True	False
40002023005	and-1	and		False	False
40002023006	}-1	}		True	False
40002023007	lived-1	lived	k	False	True
40002023008	in-1	in	k	False	True
40002023009	a-1	a	m	False	False
40002023010	town-1	town	k	False	True
40002023011	called-1	called	k	False	True
40002023012	Nazareth-1	Nazareth	k	False	True
40002023013	,-1	,		True	False
40002023014	in-2	in	k	False	False
40002023015	order-1	order	k	False	False
40002023016	that-1	that	k	False	True
40002023017	what-1	what	m	False	False
40002023018	was-1	was	m	False	False
40002023019	said-1	said	k	False	True
40002023020	by-1	by	k	False	True
40002023021	the-1	the	k	False	True
40002023022	prophets-1	prophets	k	False	True
40002023023	would-1	would	m	False	False
40002023024	be-1	be	m	False	False
40002023025	fulfilled-1	fulfilled	k	False	True
40002023026	:-1	:		True	False
40002023027	to-1	to		False	False
40002023028	introduce-1	introduce		False	False
40002023029	an-1	an		False	False
40002023030	indirect-1	indirect		False	False
40002023031	quotation-1	quotation		False	False
40002023032	,-2	,		True	False
40002023033	in-2	in		False	False
40002023034	which-1	which		False	False
40002023035	case-1	case		False	False
40002023036	it-1	it		False	False
40002023037	could-1	could		False	False
40002023038	be-2	be		False	False
40002023039	translated-1	translated		False	False
40002023040	“-1	“		True	False
40002023041	that-2	that		False	False
40002023042	he-2	he		False	False
40002023043	would-2	would		False	False
40002023044	be-2	be		False	False
40002023045	called-2	called		False	False
40002023046	a-2	a		False	False
40002023047	Nazarene-1	Nazarene		False	False
40002023048	”-1	”		True	False
40002023049	)-1	)		True	False
40002023050	“-2	“		True	False
40002023051	He-1	He	m	False	False
40002023052	will-1	will	m	False	False
40002023053	be-2	be	m	False	False
40002023054	called-2	called	k	False	True
40002023055	a-2	a	m	False	False
40002023056	Nazarene-2	Nazarene	k	False	True
40002023057	.-1	.		True	False
40002023058	”-2	”		True	False
